IdDestino,Destino,DescrProducto,dtFecha,AgrupProducto,Presentacion,Fisico,Transito,Minimo,Optimo,Capacidad,RegionDestino,bEsTerminal,bEsPlanta,dtCreacion,dtActualizacion,vc20UsuarioCreacion,vc20UsuarioActualizacion
EB47,Toluca,Mortero Seco 25k,00:00.0,Otros,Sacos,0.03,0,0,0,0,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB47,Toluca,Multiplast 2.0k,00:00.0,Multiplast,Sacos,0.01,0,0,0,0,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA80,Topolobampo,Bco CPC30R 25k,00:00.0,Blanco,Sacos,53.58,0,0,0,25.6730105,Pacífico,1,0,20:18.6,20:18.6,System.R_Inventario,System
EA80,Topolobampo,CPC40,00:00.0,Gris,Granel,1999.63,749.36,1570.095564,1927.667981,2000,Pacífico,1,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,Bco CPC30R 25k,00:00.0,Blanco,Sacos,10.6,0,1.018107494,1.395425618,1.468869072,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,Bco CPC30R 50k,00:00.0,Blanco,Sacos,7.3,0,3.547947995,4.892648089,5.11878275,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC86,Tuxpan (Promexma),Impercem 50k,00:00.0,Impercem,Sacos,3,0,2,4,7.049645666,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC86,Tuxpan (Promexma),Mortero 50k,00:00.0,Mortero,Sacos,0,8,25,30,36.63227275,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC04,Tuxtepec,Mortero 50k,00:00.0,Mortero,Sacos,115.75,35,34.11327889,42.33774886,65.73546843,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC04,Tuxtepec,Multiplast 40k,00:00.0,Multiplast,Sacos,3.2,0,5.621161152,6.754227305,22.5195342,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,Multiplast 2.0k,00:00.0,Multiplast,Sacos,0.26,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC74,Uriangato,Impercem 50k,00:00.0,Impercem,Sacos,10.7,0,1.425983682,2.316763689,5.659249796,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Impercem 2.0k,00:00.0,Impercem,Sacos,2.04,0,0,0,0,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA56,Valles,Impercem 50k,00:00.0,Impercem,Sacos,80.7,0,21.64945585,27.35819264,64.7826145,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,Impercem 50k,00:00.0,Impercem,Sacos,65.55,0,18.15847269,23.4819761,33.0135297,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC11,Villahermosa,Bco CPC30R 50k,00:00.0,Blanco,Sacos,0,0,0.04070347043,0.06913203253,0.1060460571,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC11,Villahermosa,Multiplast 40k,00:00.0,Multiplast,Sacos,27.96,0,17.26809565,21.14875255,44.98912347,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,CPC30R 50k,00:00.0,Gris,Sacos,756.25,157,1287.905191,1853.348612,1950.893276,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,CPC40,00:00.0,Gris,Granel,572.97,0,262.3959162,385.9359162,602,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,CPC40 BB,00:00.0,Gris,Sacos,19.48,141.85,114.6195976,133.7228638,305.8356763,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Bco CPC30R 50k,00:00.0,Blanco,Sacos,166.3,99,200,300,100.3513835,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Bco CPC30R BB,00:00.0,Blanco,Sacos,66.46,0,4.514406094,5.186150098,179.3395742,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA64,Tijuana I,Multiplast 40k,00:00.0,Multiplast,Sacos,11.84,0,37.76380882,48.42265054,96.18385684,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB56,Tlapa de Comonfort,Mortero 50k,00:00.0,Mortero,Sacos,68,0,25.76033248,33.95437293,70.74846512,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB56,Tlapa de Comonfort,Multiplast 40k,00:00.0,Multiplast,Sacos,0.12,0,32.01165263,38.37215104,87.91716066,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,Bco CPC30R 25k,00:00.0,Blanco,Sacos,23.08,0,16.00052906,19.71685954,30.84119009,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,Mortero 25k,00:00.0,Mortero,Sacos,25.7,0,23.15285052,28.88352393,44.62736582,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,Mortero 50k,00:00.0,Mortero,Sacos,168.35,72,180.4985314,259.9444234,347.9128405,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,Multiplast 40k,00:00.0,Multiplast,Sacos,23.58,0,22.78424539,28.50789927,43.91687551,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA80,Topolobampo,Mortero 50k,00:00.0,Mortero,Sacos,11.3,0,0,0,44.25135971,Pacífico,1,0,20:18.6,20:18.6,System.R_Inventario,System
EA80,Topolobampo,Multiplast 40k,00:00.0,Multiplast,Sacos,68.8,327.8,0,0,55.3079524,Pacífico,1,0,20:18.6,20:18.6,System.R_Inventario,System
EC04,Tuxtepec,Impercem 50k,00:00.0,Impercem,Sacos,48.1,0,4.525012235,6.60578935,8.719589807,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC74,Uriangato,CPC30R 50k,00:00.0,Gris,Sacos,112.85,72,128.5535975,159.1138096,510.1860066,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Bco CPC30R 25k,00:00.0,Blanco,Sacos,33.4,0,41.12831067,53.58145204,95.73229884,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,CPC30R 50k,00:00.0,Gris,Sacos,559.4,1262,1226.996094,2035.24482,2856.017054,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,CPC40,00:00.0,Gris,Granel,3216.95,524.14,2047.671551,3378.251968,7200,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Multiplast 40k,00:00.0,Multiplast,Sacos,45.16,0,47.96881887,68.13400817,111.6546055,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA56,Valles,Bco CPC30R 25k,00:00.0,Blanco,Sacos,17.4,0,7.576529412,9.000044813,22.67158064,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA56,Valles,Bco CPC30R 50k,00:00.0,Blanco,Sacos,3.05,0,0.1385986397,0.226078895,0.4147347771,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,Bco CPC30R 50k,00:00.0,Blanco,Sacos,25.5,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,Mortero 50k,00:00.0,Mortero,Sacos,248.65,0,152.3877467,236.4338316,277.0528936,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,Mortero Seco 25k,00:00.0,Otros,Sacos,0.5,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,Multiplast 40k,00:00.0,Multiplast,Sacos,94.68,0,21,25,48.36247056,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC11,Villahermosa,CPC40 BB,00:00.0,Gris,Sacos,5.36,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC11,Villahermosa,Impercem 50k,00:00.0,Impercem,Sacos,15.75,0,13.57782648,16.7146731,35.37474683,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB65,Xicotepec (Virtual),CPC40,00:00.0,Gris,Granel,82.93,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB03,Yecora,CPC40,00:00.0,Gris,Granel,0,0,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,Bco CPC30R 25k,00:00.0,Blanco,Sacos,33.85,0,11.42528602,13.76715741,17.30679699,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,Multiplast 40k,00:00.0,Multiplast,Sacos,116.96,0,45.35117847,57.47839753,68.69706699,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,CPC30R 50k,00:00.0,Gris,Sacos,847.75,0,700,1200,1251.679151,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,CPC40,00:00.0,Gris,Granel,2009.2,1003.22,1019.7,1650,1700,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,CPC40 BB,00:00.0,Gris,Sacos,9.83,0,72.27713554,90.09342371,94.83518285,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Mortero 25k,00:00.0,Mortero,Sacos,78.33,0,44.53070342,55.50750595,58.42895363,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Concreto Seco 25k,00:00.0,Otros,Sacos,2.85,0,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,CPC30R 2.0k,00:00.0,Gris,Sacos,1,0,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Multiplast 40k,00:00.0,Multiplast,Sacos,570.32,79.2,257.9808382,321.573023,338.4979189,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC23,Tlaxiaco (Virtual),Bco CPC30R 25k,00:00.0,Blanco,Sacos,11,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC23,Tlaxiaco (Virtual),CPC30R 50k,00:00.0,Gris,Sacos,200.8,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC23,Tlaxiaco (Virtual),Impercem 50k,00:00.0,Impercem,Sacos,4,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB47,Toluca,Mortero 50k,00:00.0,Mortero,Sacos,1100.2,53,667.9886681,989.3642279,1642.695815,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,Bco CPC30R 50k,00:00.0,Blanco,Sacos,27.7,0,15.18167903,18.54059043,29.26284793,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,CPC30R 25k,00:00.0,Gris,Sacos,10.95,0,33.70383446,43.21598327,64.96449967,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,CPC30R 50k,00:00.0,Gris,Sacos,272.2,123.5,324.7442802,480.2634975,625.9480568,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA80,Topolobampo,Bco CPC30R 50k,00:00.0,Blanco,Sacos,424.15,188,0,0,56.50025257,Pacífico,1,0,20:18.6,20:18.6,System.R_Inventario,System
EA80,Topolobampo,Bco CPC30R BB,00:00.0,Blanco,Sacos,0.02,0,0,0,16.15806415,Pacífico,1,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,CPC30R 25k,00:00.0,Gris,Sacos,17.8,0,2.688090682,3.428496068,3.87822827,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,CPC30R 50k,00:00.0,Gris,Sacos,206.65,0,132.1268652,178.3550611,190.625319,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,CPC40 BB,00:00.0,Gris,Sacos,40.02,0,28.46260575,39.01105676,41.06427027,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,Multiplast 40k,00:00.0,Multiplast,Sacos,12.84,0,9.143854095,11.90119098,13.19224596,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC86,Tuxpan (Promexma),CPC30R 50k,00:00.0,Gris,Sacos,0,66,25,30,110.3300576,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,Bco CPC30R 50k,00:00.0,Blanco,Sacos,5.15,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,CPC30R 50k,00:00.0,Gris,Sacos,709.35,104,559.061261,851.0401829,1000,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,CPC40 BB,00:00.0,Gris,Sacos,6.5,0,12.77171683,22.26517773,1000,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,Multiplast 40k,00:00.0,Multiplast,Sacos,32,0,28.09201496,33.25,35,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC74,Uriangato,Bco CPC30R 25k,00:00.0,Blanco,Sacos,16.35,0,3.487246849,5.602984728,13.83971027,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC74,Uriangato,Multiplast 40k,00:00.0,Multiplast,Sacos,26.4,0,8.208639988,12.05420544,32.57733223,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Bco CPC30R 2.0k,00:00.0,Blanco,Sacos,3.03,0,0,0,0,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Mortero 50k,00:00.0,Mortero,Sacos,323.2,770,301.093636,472.6908879,700.8405031,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Multiplast 2.0k,00:00.0,Multiplast,Sacos,4.43,0,0,0,0,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA56,Valles,Mortero 50k,00:00.0,Mortero,Sacos,9.25,0,25.0061848,33.76682807,74.82710148,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,CPC30R 50k,00:00.0,Gris,Sacos,1270.3,242,508.4,830,1378.918982,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,CPC40,00:00.0,Gris,Granel,1069.08,100.22,500,700,900,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,CPC40 BB,00:00.0,Gris,Sacos,1927.43,348.94,0,0,26.86083293,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC11,Villahermosa,CPC30R 50k,00:00.0,Gris,Sacos,568.05,194,593.391023,914.0687817,1545.980665,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC11,Villahermosa,Mortero 50k,00:00.0,Mortero,Sacos,18.85,0,11.90278434,16.55232862,31.01070581,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,Impercem 50k,00:00.0,Impercem,Sacos,70.2,0,73.83836771,111.0789538,111.8488971,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Bco CPC30R,00:00.0,Blanco,Granel,52.72,1337.7,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Bco CPC30R 2.0k,00:00.0,Blanco,Sacos,2,0,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Bco CPC30R 25k,00:00.0,Blanco,Sacos,192.63,0,200,300,118.9333928,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Mortero 50k,00:00.0,Mortero,Sacos,501.2,338,354.7172752,493.4186993,599.0089521,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Mortero Seco 25k,00:00.0,Otros,Sacos,0.03,0,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Multiplast 2.0k,00:00.0,Multiplast,Sacos,4.54,0,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC45,Tonalá,Impercem 50k,00:00.0,Impercem,Sacos,27.85,0,6.498705342,9.704459761,12.52632372,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA80,Topolobampo,Impercem 50k,00:00.0,Impercem,Sacos,10.5,0,0,0,0.08333829283,Pacífico,1,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,Impercem 50k,00:00.0,Impercem,Sacos,12.15,0,4.933373471,6.761717959,7.117597851,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB83,Torreón,Mortero 50k,00:00.0,Mortero,Sacos,42,0,26.01616896,34.11099301,37.53468683,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC04,Tuxtepec,Bco CPC30R 25k,00:00.0,Blanco,Sacos,12.35,0,3.126553142,4.627705595,6.02479275,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC04,Tuxtepec,CPC30R 50k,00:00.0,Gris,Sacos,474.35,920.5,469.8232353,653.483202,997.0006148,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC04,Tuxtepec,CPC40,00:00.0,Gris,Granel,51.73,0,0,0,100,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,Bco CPC30R 25k,00:00.0,Blanco,Sacos,46.38,0,22.5,23.75,25,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,Impercem 50k,00:00.0,Impercem,Sacos,17.6,0,14.36342691,17.85650741,20,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC05,Tuxtla Gutiérrez,Mortero 50k,00:00.0,Mortero,Sacos,15.85,0,7.836607513,9.765527278,20,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC74,Uriangato,Mortero 50k,00:00.0,Mortero,Sacos,116.35,0,62.423454,85.55502478,247.7377011,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Bco CPC30R 50k,00:00.0,Blanco,Sacos,80.7,0,30.20776005,38.00020378,70.31308277,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,CPC30R 2.0k,00:00.0,Gris,Sacos,1.02,0,0,0,0,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,CPC30R 25k,00:00.0,Gris,Sacos,39.3,0,20.19670365,25.29784583,47.01085062,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Impercem 50k,00:00.0,Impercem,Sacos,130.95,0,36.40417662,51.09146433,84.73616977,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB50,Vallejo,Mortero 2.0k,00:00.0,Mortero,Sacos,2.05,0,0,0,0,Centro,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA56,Valles,CPC30R 50k,00:00.0,Gris,Sacos,513.25,0,379.337566,522.4328515,1135.108405,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA56,Valles,CPC40 BB,00:00.0,Gris,Sacos,79.71,0,36.75814593,44.87613068,109.9930092,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EA56,Valles,Multiplast 40k,00:00.0,Multiplast,Sacos,16.8,0,30.81282125,37.94867312,92.20255394,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,Bco CPC30R,00:00.0,Blanco,Granel,0.04,0,0,0,0,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC06,Veracruz,Bco CPC30R 25k,00:00.0,Blanco,Sacos,42.83,0,19.68632829,26.09709393,35.79129119,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC11,Villahermosa,Bco CPC30R 25k,00:00.0,Blanco,Sacos,11.78,0,10.18630716,13.05311089,26.53871277,Sureste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,Bco CPC30R 50k,00:00.0,Blanco,Sacos,18.55,0,2.94334671,4.094138807,4.458523305,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EB80,Zacatecas,Mortero 50k,00:00.0,Mortero,Sacos,592,0,279.8820346,402.761775,423.9597631,Noreste,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,CPC30R 25k,00:00.0,Gris,Sacos,28.38,0,51.35220817,64.0105092,67.37948337,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Impercem 50k,00:00.0,Impercem,Sacos,228.55,0,145.9837617,181.968707,191.5460073,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
EC48,Zapopan,Mortero 2.0k,00:00.0,Mortero,Sacos,1,0,0,0,0,Pacífico,0,0,20:18.6,20:18.6,System.R_Inventario,System
